text,label
Technical Assistance to Government of Kenya for implementation of the National Climate Change Action Plan,Related to climate
"Technical assistance to integrate gender into climate programming, through capturing and disseminating lessons, innovation and best practice.",Related to climate
Technical Assistance to SmUDI Smart Cities by Deloitte  and activities under ICF component.,Related to climate
Technical Assistance to support the implementation of the Zambia Social Protection Expansion Programme  Phase II - ICF,Related to climate
Technical Assistance to the Government of Uganda -  Global Green Growth Institute,Related to climate
"Technical assistance, and Monitoring & Evaluation for the Scaling up of the Energy and Environment Partnership programme with Southern and Eastern Africa",Related to climate
Technical Expertise on Climate Change with UNDP,Related to climate
Technical Inputs for the Centre for Disaster Protection (CDP),Related to climate
Technical support for setting up Climate Resourcing Coordination Cell at the Federal Planning Commission of Pakistan supported through National Rural Support Programme,Related to climate
Technical Support to Climate Change Institutional Strengthening Programme,Related to climate
Technical support to help base UK climate change investments on best available evidence,Related to climate
Tenure Facility - strengthening IPLC land and forest rights,Related to climate
"The BOMA Project: Reducing Vulnerability and Strengthening Climate Resilience in Marsabit County, Kenya",Related to climate
The continued development of national and international capability and capacity to tackle extremes,Related to climate
The Future of Agriculture in Rwanda (FAiR),Related to climate
The India-UK Global Partnership Programme on Development,Related to climate
The Knowledge Portal – Ministry of New and Renewable Energy,Related to climate
The Least Developed Countries Initiative for Effective Adaptation and Resilience,Related to climate
The Papua Atlas of Deforestation and Commercial Plantations,Related to climate
The Purpose of This Programme Is to Make Agribusiness Market Systems Work Better for the Poor in Rural Areas of Sub-Saharan Africa By Getting New Research Products Into the Hands of Farmers.,Related to climate
The Purpose of This Programme Is to Make Agribusiness Market Systems Work Better for the Poor in Rural Areas of Sub-Saharan Africa By Getting New Research Products Into the Hands of Farmers. A&D Budget,Related to climate
The United Nations Convention to Combat Desertification Core Contribution 2021,Related to climate
The Water Security Programme,Related to climate
"Thematic PRGRAMME for Environment and Sustainable Management of Natural Resources, Including Energy",Related to climate
This study will pilot and disseminate the early value for money adaptation' toolkit that was developed under phase 1 of this study,Related to climate
"This study will précis the progress made on agriculture within international climate change negotiations, set out the range of options for including agriculture under a 2015 agreement and summarise the relevant positions of key players.",Related to climate
To accelerate implementation of nationally determined contributions through strategic private sector investments in sustainable infrastructure. Support to achieve emission reduction commitments with Blended Finance - CDEL,Related to climate
To accelerate implementation of nationally determined contributions through strategic private sector investments in sustainable infrastructure. Support to achieve emission reduction commitments with Technical Assistance - RDEL,Related to climate
"To broaden civil society engagement, build media capacity and understanding, to address issues on climate change and cross border water related issues- The Third Pole Project (TPP)",Related to climate
To build urban resilience in 35 cities in Asia through an Asia Development Bank administered Trust Fund,Related to climate
"To contribute to the Least Developed Countries Fund for adaptation, hosted by the Global Environment Fund.",Related to climate
"To develop transformational solutions to climate variability and disasters for 1 million people in Burkina by improving climate forecasting, behavioural change and sharing resilience expertise and technology",Related to climate
"To directly benefit people at risk from climate extremes, and provide evidence on the importance of, and how to, integrate climate change, disaster risk reduction and development programmes",Related to climate
To Empower Parliamentarians and to Engage Relevant Stakeholders in a Joint Effort  to Influence Ugandan Leaders on the Importance of Climate Change.,Related to climate
"To improve households resilience to shocks, prevent distress selling of assets and improving government’s ability to respond to climate related shocks.",Related to climate
To Promote Effective Participation At the Copenhagen Climate Conference - Attendance by Ugandan Delegates,Related to climate
"To provide concessional loans and other financial products  to support developing countries to shift to a low carbon climate resilient economic development pathway, particularly through enabling greater private sector projects and engagement.",Related to climate
"To provide expertise to support institutional development for coordination, arid lands policy development, and monitoring and evaluation of results.",Related to climate
"To provide grants and other financial products to support 22 developing countries, especially Low Income Countries to develop programmes and interventions to shift to a low carbon climate resilient economic development pathway",Related to climate
