iati_identifier,text,label
GB-GOV-1-301268,Global Environment Facility 8th Replenishment,Related to climate
GB-1-202921-114,"Supporting 250,000 vulnerable farmers and agro-pastoralists, particularly women and girls, in South Sudan to become resilient to climate stresses and shock",Related to climate
GB-1-204196-107,"Water, Sanitation and Hygiene Resilience Programme",Related to climate
GB-1-203444-113,COMPONENT NOT IN USE,Related to climate
GB-1-201913-114,Climate Change - Business Advocacy Fund (BAF),Related to climate
GB-GOV-1-300164-103,Climate Adaptation - Community Water & Renewable Energy Infrastructure & Early Warning Systems (EWS) - UNDP,Related to climate
GB-GOV-1-300489-113,Support for regional food trade - capital projects - AGRA,Related to climate
GB-1-202614-102,Climate smart and disaster resilient health care facilities in the Caribbean,Related to climate
GB-1-202948-119,Help compare selection of partners adaptation result frameworks and their indicators to find similarities and identify where core indicators may be developed,Related to climate
GB-1-203830,Future Proofing African Cities for Sustainable Growth,Related to climate
GB-1-201866-111,Strategic Climate Institutions Programme (SCIP) Climate Resilent Green Economy,Related to climate
GB-1-204024,Stability and Growth Programme,Related to climate
GB-1-200773-102,Multi Stakeholder Forestry Programme Implementation- Technical Support to Forestry Programme,Related to climate
GB-1-205231-142,Technical Inputs for the Centre for Disaster Protection (CDP),Related to climate
GB-1-204196,Burma Humanitarian Assistance and Resilience Programme,Related to climate
GB-1-204940-113,Provision of Short-term Agricultural Finance - ICF Component (60%),Related to climate
GB-1-205165,Karamoja Nutrition Programme (KNP),Related to climate
GB-1-201724-137,Progress Review of FGMC Accountable Grants,Related to climate
GB-1-202799,Bridging Support between Multi-stakeholder Forestry Programme 2 and Multi-stakeholder Forestry Programme 3,Related to climate
GB-1-205045-102,"Zimbabwe Resilience Programme Joint Funded by DFID, EU and UNDP  -  Managed by UNDP",Related to climate
GB-1-204020-104,IT Issues - Climatescope - Clean Energy Investment Index,Related to climate
GB-1-201724-123,Strengthening Local Governance Systems to Improve Business Climate in Mesoamerica Forest Sector,Related to climate
GB-1-202745-108,"Just Rural Transition secretariat, facilitation of the policy action coalition and investment partnerships",Related to climate
GB-1-204867-114,TEA - Transforming Inclusive Energy Markets (TIME) via Shell Foundation,Related to climate
GB-1-201538-101,Funding for Energy Specialist in the World Bank China Office,Related to climate
GB-1-201918-103,Piloting Greater Use of Standardised Approaches in the Clean Development Mechanism,Related to climate
GB-1-203469-112,"Government Actuary Department (GAD) Reporting, Advice and review of ARC",Related to climate
GB-1-204258-105,Cash Tranfers to Hunger Safety Net Programme Beneficiaries: International Climate Fund,Related to climate
GB-1-203708,Mid Term Evaluation of the International Climate Fund (ICF),Related to climate
GB-1-114394-113,Accountable Grant for India Mountain Initiative,Related to climate
GB-1-203153-101,East Africa Geothermal Energy Main funding component (EA-Geo),Related to climate
GB-1-202904,To build urban resilience in 35 cities in Asia through an Asia Development Bank administered Trust Fund,Related to climate
GB-GOV-1-300252-105,Teacher Effectiveness and Equitable Access for Children Solarisation Programme 2022,Related to climate
GB-1-203927,Rwanda Multi-Donor Civil Society Support Programme (2015-2021),Related to climate
GB-GOV-1-300808,ARCAN - Africa Regional Climate and Nature Programme,Related to climate
GB-1-204916-103,Strategic Partnership Arrangement II between DFID and BRAC - International Climate Fund,Related to climate
GB-GOV-1-300751-107,Funding to UN OCHA for Scaling Anticipatory Action with Disaster Risk Financing,Related to climate
GB-1-202153,GFDRR Safe Hospital Reconstruction in Haiti,Related to climate
GB-1-111635-186,Forest Governance and Trade International Meetings,Related to climate
GB-1-204248,Global Green Growth Institute (GGGI),Related to climate
GB-1-202554-102,Strategic Climate Change Policy Fund - Implementation,Related to climate
GB-1-204468-110,Economic Dialogue on Green Growth in Bangladesh,Related to climate
GB-1-200711-104,Vice President's Office - UNDP,Related to climate
GB-1-204012-105,Implementation of the Specialised Debt Fund  Programme - CDEL,Related to climate
GB-GOV-1-301440,Transforming Access to Climate Finance,Related to climate
GB-1-204884-104,Promotion of Women in Energy - Related Enterprises for Development (POWERED) SF,Related to climate
GB-1-204940-110,Improving Market systems for Agriculture in Rwanda - ICF capital component (60%),Related to climate
GB-1-204495,Support to Trademark East Africa Rwanda (TMEA) Rwanda Country Programme - Strategy II,Related to climate
GB-1-113889-107,Congo Basin Forest Fund - Regional Remote Sensing Satellite Camera,Related to climate
GB-1-204623-107,Improving investment security and transparency by resolving agrarian and natural resource management conflicts in Indonesia,Related to climate
GB-1-204916,Strategic Partnership Arrangement II between DFID and BRAC,Related to climate
GB-1-202921-119,"Building the resilience of 1,525,795 women, men and children in dry zone and coastal regions of Myanmar to floods, droughts and cyclones by protecting and strengthening their livelihoods and power",Related to climate
GB-1-202098,Rural and Agriculture Markets Development programme for Northern Nigeria (PrOpCom Mai-karfi),Related to climate
GB-1-202554-101,Strategic Climate Change Policy Fund - Design,Related to climate
GB-1-204369-104,Infrastructure for Trade - Dar Port Upgrade & Project Preparation - ICF Capital Fund,Related to climate
GB-GOV-1-301240-104,Support the implementation of the Promoting Equality in African Schools programme through contribution to climate smart construction techniques of schools,Related to climate
GB-1-205231-124,(Not in Use) Crisis and Disaster Risk Financing – Catalysing Civil Society Innovation,Related to climate
GB-GOV-1-300124-107,SMEP - ICF Project Management Agency (PMA),Related to climate
GB-GOV-1-300003-109,"Strengthening urban resilience in disaster prone areas - (resources, climate finance)",Related to climate
GB-1-201724-141,Building Capacity for natural resource management in West and Central Africa,Related to climate
GB-1-205157-122,Monitoring and Evaluation (ICF RDEL),Related to climate
GB-1-203152,Carbon Market Finance for Africa (CMF-Africa),Related to climate
GB-1-114018,Support to the West and Central African Council for Agricultural Research and Development (WECARD/CORAF),Related to climate
GB-GOV-1-300632-107,"Acumen- TA, Research and Lean Data (SIIMA) (ICF)",Related to climate
GB-GOV-1-300702-105,Environmentally sustainable industrial parks,Related to climate
GB-1-113848,"Accelerating Forest Tenure, Policy and Market Reforms",Related to climate
GB-1-205219-104,Growth Team Contributions - International Climate Finance element,Related to climate
GB-GOV-1-300808-103,Weather and Climate Information Services (WISER Africa) - CDEL,Related to climate
GB-GOV-1-300166,Khyber Pakhtunkhwa Merged Districts (KPMD) Support Programme (previously called the Federally Administered Tribal Areas (FATA) Development Programme),Related to climate
GB-1-203034-110,"KNOWFOR - Rapid Response Mechansim, Approved but Uncommitted Funds for 2012/13",Related to climate
GB-1-204637-109,Finance via REACT Household Solar Round 2 to support early-stage enterprises that provide off-grid solar systems to poor households.,Related to climate
GB-1-201295-110,Handicap International Opportunity for All in Employment Project,Related to climate
GB-1-204337-102,Do not use this component,Related to climate
GB-1-204135,Bihar Agriculture Growth and Reform Initiative (BAGRI),Related to climate
GB-1-201239,Livelihoods and Food Security Trust Fund for Burma (NUTSEM),Related to climate
GB-1-204437,Deepening Democracy Programme,Related to climate
GB-1-202541-103,ClimateSmart - Regional Vulnerability Assessments and Analysis Strategic Plan,Related to climate
GB-GOV-1-301495-104,Green Recovery Challenge Fund (GRCF) Delivery Partner Contract,Related to climate
GB-1-111635-127,Ag5207 Providing Pr Support to Ghana FLEGT,Related to climate
GB-1-204773,Applied Research on Energy and Growth,Related to climate
GB-1-202867,Financing Liveable Habitat for Poor in Low Income States,Related to climate
GB-1-202619-103,"The BOMA Project: Reducing Vulnerability and Strengthening Climate Resilience in Marsabit County, Kenya",Related to climate
GB-1-202619-115,"Emergency cash transfer payments to 90,648 households affected by drought in the four Arid counties of Northern Kenya",Related to climate
GB-1-113889-101,Congo Basin Forest Fund -  Establishment of Fund,Related to climate
GB-GOV-1-301442,"Catalytic Climate Action in Iraq - National Determined Contirbution , Energy, Water and Drought Management",Related to climate
GB-1-205195,Rehabilitation of Freetown’s Water Supply System,Related to climate
GB-GOV-1-300751-101,(Not in Use) Contributions to World Bank Multi Donor Trust Fund (MDTF) for Global Risk Financing Facility (GRiF),Related to climate
GB-1-205061-101,Sustainable Energy for the Eastern Caribbean (SEEC) (RDEL),Related to climate
GB-1-204867-105,TEA - Peer to Peer Solar Africa Programme via Energy 4 Impact,Related to climate
GB-GOV-1-300705-106,Support for the Global Resilience Partnership to help catalyse and deliver on UK aims for the UNSG’s 2019 Summit.,Related to climate
GB-GOV-1-300418-102,UK-INDIA Partnership on National Infrastructure Investment Fund (NIIF) -  Green Growth Energy Fund,Related to climate
GB-1-203911-104,India: Infrastructure Equity Fund - International Climate Fund (ICF-DCI),Related to climate
GB-1-202312-101,X Prize Foundation Scoping Study,Related to climate
GB-1-204888-102,"Support to reduce hunger gaps, improve long-term food security and mitigate conflict among the rural poor in three states of  Northern Bahr El Ghazal, Western Bahr El Ghazal and Warrap, South Sudan - World Food Programme",Related to climate
